Time,TimeMS,Clock,Pulse,Pulse_low,Pulse_high,SpO2,SpO2_low,SpO2_high,Respiratory_rate,Respiratory_rate_low,Respiratory_rate_high,BloodPressure_Sys,BloodPressure_Sys_low,BloodPressure_Sys_high,Temp,Temp_low,Temp_high,,,,,,,,,,,,,,,,,,,,,,,,,
00:09:58_820,598820,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.21,0.71282,40,,,3.59375,0,139.6,,,,0,0
00:09:58_830,598830,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.245,0.67717,40,,,3.59375,0,139.6,,,,0,0
00:09:58_840,598840,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.265,0.65934,40,,,3.59864,0,139.6,,,,0,0
00:09:58_850,598850,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.27,0.64396,40,,,3.58891,0,139.6,,,,0,0
00:09:58_860,598860,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.275,0.63858,40,,,3.56824,0,139.6,,,,0,0
00:09:58_870,598870,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.265,0.6359,40,,,3.53458,0,139.6,,,,0,0
00:09:58_880,598880,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.235,0.63468,40,,,3.51517,0,139.6,,,,0,0
00:09:58_890,598890,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.185,0.63565,40,,,3.51836,0,139.6,,,,0,0
00:09:58_900,598900,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.11,0.64078,40,,,3.50405,0,139.6,,,,0,0
00:09:58_910,598910,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.06,0.64542,40,,,3.48141,0,139.6,,,,0,0
00:09:58_920,598920,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.01,0.64762,40,,,3.47687,0,139.6,,,,0,0
00:09:58_930,598930,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.64933,40,,,3.47031,0,139.6,,,,0,0
00:09:58_940,598940,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.64957,40,,,3.44773,0,139.6,,,,0,0
00:09:58_950,598950,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.64982,40,,,3.43526,0,139.6,,,,0,0
00:09:58_960,598960,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.64982,40,,,3.43674,0,139.6,,,,0,0
00:09:58_970,598970,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.64469,40,,,3.41169,0,139.6,,,,0,0
00:09:58_980,598980,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.165,0.64322,40,,,3.39301,0,139.6,,,,0,0
00:09:58_990,598990,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.64444,40,,,3.39798,0,139.6,,,,0,0
00:09:59_000,599000,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.64933,40,,,3.39844,0,139.6,,,,0,0
00:09:59_010,599010,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.66349,40,,,3.39844,0,139.6,,,,0,0
00:09:59_020,599020,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.6735,40,,,3.39844,0,139.6,,,,0,0
00:09:59_030,599030,17:43,57,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.15,0.68474,40,,,3.40223,0,139.6,,,,0,0
00:09:59_040,599040,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.70354,40,,,3.39684,0,139.6,,,,0,0
00:09:59_050,599050,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.71209,40,,,3.38481,0,139.6,,,,0,0
00:09:59_060,599060,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.72063,40,,,3.3335,0,139.6,,,,0,0
00:09:59_070,599070,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.72698,40,,,3.29469,0,139.6,,,,0,0
00:09:59_080,599080,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.72821,40,,,3.2517,0,139.6,,,,0,0
00:09:59_090,599090,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.145,0.72063,40.1,,,3.23767,0,139.6,,,,0,0
00:09:59_100,599100,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.14,0.71868,40.1,,,3.24032,0,139.6,,,,0,0
00:09:59_110,599110,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.7177,40.1,,,3.24219,0,139.6,,,,0,0
00:09:59_120,599120,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.71477,40.1,,,3.24224,0,139.6,,,,0,0
00:09:59_130,599130,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.7094,40.1,,,3.24788,0,139.6,,,,0,0
00:09:59_140,599140,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.70476,40.2,,,3.23218,0,139.6,,,,0,0
00:09:59_150,599150,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.69817,40.2,,,3.20694,0,139.6,,,,0,0
00:09:59_160,599160,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.66716,40.2,,,3.19869,0,139.6,,,,0,0
00:09:59_170,599170,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.13,0.65031,40.2,,,3.20313,0,139.6,,,,0,0
00:09:59_180,599180,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.63565,40.2,,,3.20313,0,139.6,,,,0,0
00:09:59_190,599190,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.62613,40.3,,,3.20313,0,139.6,,,,0,0
00:09:59_200,599200,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.62149,40.3,,,3.20313,0,139.6,,,,0,0
00:09:59_210,599210,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.62198,40.3,,,3.20313,0,139.6,,,,0,0
00:09:59_220,599220,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.63175,40.3,,,3.20619,0,139.6,,,,0,0
00:09:59_230,599230,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.64298,40.3,,,3.20707,0,139.6,,,,0,0
00:09:59_240,599240,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.65275,40.3,,,3.18309,0,139.6,,,,0,0
00:09:59_250,599250,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.65592,40.4,,,3.15927,0,139.6,,,,0,0
00:09:59_260,599260,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.65299,40.4,,,3.16252,0,139.6,,,,0,0
00:09:59_270,599270,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.64933,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_280,599280,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.64127,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_290,599290,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.62393,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_300,599300,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.62027,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_310,599310,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.62027,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_320,599320,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.62027,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_330,599330,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.09,0.63639,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_340,599340,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.65397,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_350,599350,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.65397,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_360,599360,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.65397,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_370,599370,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.65397,40.4,,,3.16406,0,139.6,,,,0,0
00:09:59_380,599380,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.025,0.68645,40.4,,,3.10576,0,139.6,,,,0,0
00:09:59_390,599390,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.02,0.68278,40.4,,,3.09358,0,139.6,,,,0,0
00:09:59_400,599400,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.005,0.67473,40.4,,,3.06602,0,139.6,,,,0,0
00:09:59_410,599410,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.65201,40.4,,,3.03725,0,139.6,,,,0,0
00:09:59_420,599420,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.03,0.64689,40.4,,,3.01969,0,139.6,,,,0,0
00:09:59_430,599430,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.02,0.6442,40.4,,,2.98743,0,0,,,,0,0
00:09:59_440,599440,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.015,0.64957,40.4,,,2.96526,0,0,,,,0,0
00:09:59_450,599450,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.045,0.66032,40.4,,,2.96533,0,0,,,,0,0
00:09:59_460,599460,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.67814,40.4,,,2.96666,0,0,,,,0,0
00:09:59_470,599470,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.69744,40.4,,,2.96622,0,0,,,,0,0
00:09:59_480,599480,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.71746,40.4,,,2.98354,0,0,,,,0,0
00:09:59_490,599490,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.74921,40.4,,,3.0174,0,0,,,,0,0
00:09:59_500,599500,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.7558,40.4,,,3.03989,0,0,,,,0,0
00:09:59_510,599510,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.75287,40.4,,,3.05263,0,0,,,,0,0
00:09:59_520,599520,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.7409,40.4,,,3.04688,0,0,,,,0,0
00:09:59_530,599530,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.70085,40.4,,,3.05265,0,0,,,,0,0
00:09:59_540,599540,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.68181,40.4,,,3.03928,0,0,,,,0,0
00:09:59_550,599550,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.66789,40.4,,,3.01986,0,0,,,,0,0
00:09:59_560,599560,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.65885,40.4,,,2.96238,0,0,,,,0,0
00:09:59_570,599570,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.215,0.65226,40.4,,,2.92246,0,0,,,,0,0
00:09:59_580,599580,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.74,0.65324,40.4,,,2.93699,0,0,,,,0,0
00:09:59_590,599590,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,1.185,0.65788,40.4,,,2.90272,0,0,,,,0,0
00:09:59_600,599600,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.63,0.65714,40.4,,,2.84735,0,0,,,,0,0
00:09:59_610,599610,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.16,0.65348,40.5,,,2.82024,0,0,,,,0,0
00:09:59_620,599620,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.065,0.65177,40.5,,,2.80271,0,0,,,,0,0
00:09:59_630,599630,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.11,0.64664,40.5,,,2.80623,0,0,,,,0,0
00:09:59_640,599640,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.64176,40.5,,,2.83757,0,0,,,,0,0
00:09:59_650,599650,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.12,0.64176,40.5,,,2.91616,0,0,,,,0,0
00:09:59_660,599660,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.64176,40.5,,,2.99339,0,0,,,,0,0
00:09:59_670,599670,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.125,0.64371,40.5,,,3.11387,0,0,,,,0,0
00:09:59_680,599680,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.115,0.65568,40.5,,,3.24747,0,0,,,,0,0
00:09:59_690,599690,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.105,0.66325,40.5,,,3.3032,0,0,,,,0,0
00:09:59_700,599700,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.095,0.67131,40.5,,,3.39876,0,0,,,,0,0
00:09:59_710,599710,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.085,0.67937,40.5,,,3.42667,0,0,,,,0,0
00:09:59_720,599720,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.075,0.68547,40.6,,,3.48584,0,0,,,,0,0
00:09:59_730,599730,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.06,0.68498,40.6,,,3.52362,0,0,,,,0,0
00:09:59_740,599740,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.05,0.68205,40.6,,,3.51854,0,0,,,,0,0
00:09:59_750,599750,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.035,0.67643,40.6,,,3.51215,0,0,,,,0,0
00:09:59_760,599760,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.015,0.6696,40.6,,,3.51649,0,0,,,,0,0
00:09:59_770,599770,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.01,0.65592,40.6,,,3.54161,0,0,,,,0,0
00:09:59_780,599780,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.035,0.65079,40.6,,,3.56016,0,0,,,,0,0
00:09:59_790,599790,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.07,0.6442,40.6,,,3.55511,0,0,,,,0,0
00:09:59_800,599800,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.10167,0.63883,40.6,,,3.55469,0,0,,,,0,0
00:09:59_810,599810,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.135,0.63394,40.6,,,3.55515,0,0,,,,0,0
00:09:59_820,599820,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.175,0.62955,40.6,,,3.56011,0,0,,,,0,0
00:09:59_830,599830,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.205,0.62735,40.6,,,3.54259,0,0,,,,0,0
00:09:59_840,599840,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.235,0.62613,40.6,,,3.51585,0,0,,,,0,0
00:09:59_850,599850,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.25,0.63468,40.6,,,3.48743,0,0,,,,0,0
00:09:59_860,599860,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.255,0.64225,40.5,,,3.47089,0,0,,,,0,0
00:09:59_870,599870,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.25,0.64811,40.5,,,3.47591,0,0,,,,0,0
00:09:59_880,599880,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.235,0.65543,40.5,,,3.47656,0,0,,,,0,0
00:09:59_890,599890,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.195,0.66911,40.5,,,3.47735,0,0,,,,0,0
00:09:59_900,599900,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.145,0.67009,40.5,,,3.48216,0,0,,,,0,0
00:09:59_910,599910,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.08,0.66642,40.5,,,3.46191,0,0,,,,0,0
00:09:59_920,599920,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,0.01,0.66032,40.5,,,3.43684,0,0,,,,0,0
00:09:59_930,599930,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.06,0.65055,40.5,,,3.44039,0,0,,,,0,0
00:09:59_940,599940,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.1,0.64811,40.5,,,3.42787,0,0,,,,0,0
00:09:59_950,599950,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.135,0.64689,40.5,,,3.40282,0,0,,,,0,0
00:09:59_960,599960,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.155,0.6442,40.4,,,3.39388,0,0,,,,0,0
00:09:59_970,599970,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.16,0.64225,40.4,,,3.39844,0,0,,,,0,0
00:09:59_980,599980,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.17,0.642,40.4,,,3.39844,0,0,,,,0,0
00:09:59_990,599990,17:43,58,60,100,100,94,100,5,12,18,93,90,120,85,97,99,,,,,,,,,,,,,-0.17,0.64396,40.4,,,3.39464,0,0,,,,0,0
